norm,run,cooperation,fairness,strategies
0,23,0.0848976,0.3943334366610002,"[8, 8, 12, 8, 8, 11, 8, 8, 8, 5, 8, 8, 5, 4, 8, 8, 8, 8, 5, 8, 8, 8, 8, 11, 11, 8, 12, 12, 8, 12, 8, 8, 8, 5, 12, 12, 8, 8, 8, 12, 12, 12, 8, 12, 5, 8, 8, 12, 8, 8]"
0,24,0.0191782,0.8802753746522518,"[12, 12, 12, 12, 12, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 12, 12, 0, 12, 12, 8, 12, 12, 12, 8, 12, 12, 8, 8, 8, 0, 12, 12, 8, 12, 12, 12, 8, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]"
0,25,0.0564854,0.537896279915647,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 15]"
0,26,0.0721928,0.5235856108865234,"[12, 12, 2, 12, 12, 2, 12, 12, 12, 12, 12, 2, 12, 12, 12, 12, 12, 12, 12, 12, 8, 12, 12, 8, 12, 12, 12, 12, 12, 12, 12, 8, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 12, 8, 12, 8, 12]"
0,27,0.0268106,0.173623383366374,"[12, 12, 5, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 5, 12, 12, 12, 12, 12, 12, 12, 12, 1, 5, 12, 12, 12, 12, 12, 12, 12, 12]"
0,28,0.04681,0.2555143059536925,"[8, 12, 1, 1, 8, 8, 12, 8, 9, 12, 8, 8, 12, 8, 9, 12, 12, 8, 8, 8, 12, 14, 8, 8, 8, 12, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 9, 12, 8, 8, 8, 12, 12, 9, 8, 12, 8, 8, 8, 8]"
0,29,0.0511788,0.9383788961481342,"[8, 0, 0, 14, 0, 0, 4, 0, 12, 12, 0, 9, 4, 0, 4, 0, 4, 4, 0, 8, 14, 0, 0, 0, 0, 0, 0, 0, 4, 12, 0, 0, 4, 4, 0, 12, 4, 0, 0, 8, 8, 0, 0, 0, 12, 14, 12, 0, 0, 8]"
0,30,0.100921,0.47311516723301855,"[4, 1, 4, 1, 4, 1, 4, 12, 4, 12, 4, 12, 12, 4, 4, 4, 3, 13, 4, 4, 4, 4, 4, 12, 1, 1, 4, 4, 4, 1, 4, 4, 4, 4, 14, 1, 4, 12, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 1, 4]"
0,31,0.0162844,0.23391783128377672,"[0, 0, 5, 8, 8, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 9, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 8, 8, 0, 0, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0]"
0,32,0.0691236,0.14586040822567084,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 2, 8, 8, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
